CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
35001003002,New Mexico,Bernalillo,1,4144,1801,0,0,0,0,0,0,0,0,0,13.5,85156,0,1,0,1,0,0,0,0,88.2673319256864,2402.48326451098,88.2673319256864,37.646603480447,976.748878129292,37.646603480447,2402.48326451098,0.57974982251713,976.748878129292,0.235701949355524,499.54116841522,0.120545648748847,390.542852757149,0.094242966398926,1720.43769602663,0.415163536685965,35.5031891651451,0.008567371902786,10.5656385584734,0.002549623204265,0,0,83.8162141740322,0.020225920408792,552.16054448788,0.133243374635106,1486.51374928094,0.358714707838066,52.1995606634154,0.028983653894178,159.518831253662,0.088572366048675,88.2673319256864,0.021300031835349,37.646603480447,0.00908460508698,17.0726152986753,0.004119839599101,13.3244340956443,0.003215355718061,66.2970856372267,0.015998331476165,0.552965555340052,0.000133437634011,0.119624790735543,0.000028866986181,0,0,1.35235128179192,0.000326339595027,19.9453039795625,0.004813055979624,66.1920262370258,0.015972979304302,2.07067259585892,0.001149734922742,6.01546021472313,0.003340066748875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,769,803,3122,53,20,4,116,829,2256,78,284
35001003100,New Mexico,Bernalillo,1,2918,1269,0,0,0,0,0,0,0,0,0,8,98702,1,1,1,1,1,0,0,0,1018.55166613403,2655.76589605305,1018.55166613403,167.191605757514,461.490742303023,167.191605757514,2655.76589605305,0.910132246762527,461.490742303023,0.158153098801585,515.032658814452,0.176501939278428,521.796190913766,0.178819804973875,2122.04864510428,0.727227088795162,26.4798856409033,0.009074669513675,24.5671185865066,0.008419163326425,0.910374760627747,0.000311985867247,17.782035391312,0.00609391206008,463.977842255495,0.159005429148559,1193.05499134911,0.408860517940066,0,0,50.5075170709314,0.039801037880955,1018.55166613403,0.349058144665537,167.191605757514,0.057296643508401,198.991150729358,0.068194362827059,207.454419791698,0.071094729195236,820.372484157793,0.281142043919737,8.20309869165066,0.002811205857317,8.49966948851943,0.002912840811693,0,0,8.56476531736552,0.00293514918347,172.911654484458,0.059256906951494,433.71883256128,0.148635652008664,0,0,20.003532460847,0.015763224949446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,552,570,2332,28,27,2,24,505,1300,0,54
35001003201,New Mexico,Bernalillo,1,2909,1178,0,76,0.0261258,0,0,0,0,0,0,17.1,48578,0,1,0,1,0,0,0,0,0,629.985137591138,0,0,304.393848136067,0,629.985137591138,0.216564158676913,304.393848136067,0.10463865525475,158.377591844648,0.054443998571553,89.42383730039,0.030740404709656,430.123470062389,0.147859563445304,2.67020563781261,0.000917911872744,4.39626577682793,0.001511263587772,0.494088381528854,0.000169848188906,23.468881951645,0.008067680285887,168.832221753895,0.058037889911961,423.945403650403,0.145735786748162,13.3119176707696,0.011300439448871,41.9196519649121,0.035585443094153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,674,395,2046,17,13,1,67,765,2048,77,196
35001003202,New Mexico,Bernalillo,1,5402,2227,0,10,0.0018512,0,1,0,0,0,1,20.6,45000,0,1,0,1,0,0,0,0,4.10192060470581,1376.95244027068,4.10192060470581,1.74043416976928,608.438134671654,1.74043416976928,1376.95244027068,0.254896786425525,608.438134671654,0.112632013082498,267.008456858689,0.04942770397236,254.206216018646,0.047057796375166,962.060717532411,0.178093431605407,12.7603587203775,0.002362154520618,12.5791792653108,0.002328615191653,1.19255677424371,0.000220762083348,42.6402753652073,0.007893423799557,345.719374562264,0.06399840328809,972.400468660984,0.180007491421878,6.66292246454395,0.002991882561537,91.9001953839906,0.041266365237535,4.10192060470581,0.000759333692097,1.74043416976928,0.000322183296884,0.77884566783905,0.000144177280237,0.765864908695221,0.000141774325934,3.16730570793151,0.000586320938158,0,0,0.090865328907967,0.000016820682878,0.012980761006474,0.000002402954648,0.038942284882069,0.000007208864288,0.79182642698288,0.00014658023454,2.80384445190429,0.000519038217679,0,0,0.273840695619583,0.000122963940557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122,1182,776,3614,64,29,4,173,1518,3942,103,385
35001003400,New Mexico,Bernalillo,1,4533,1831,0,350,0.0772116,1,1,1,1,1,1,45,21396,1,1,1,1,1,0,0,1,617.169535287273,3779.48544436089,617.169535287273,497.86309213615,3022.5722795642,497.86309213615,3779.48544436089,0.833771331206903,3022.5722795642,0.666792914088729,1106.41031368682,0.244079045596035,256.168429833952,0.056511897161693,2006.23765737185,0.442584967432572,144.576284925511,0.031894172716857,49.8144561409972,0.010989291008382,4.00000000372529,0.000882417825662,435.294930474578,0.096028001428321,1139.56208979917,0.251392475137696,2118.53337465859,0.467357903079329,274.07515694655,0.149686049670426,534.556005990525,0.291947572905803,617.169535287273,0.136150349721437,497.86309213615,0.109830816707732,109.031451625283,0.024052824095584,82.257659310263,0.018146406201249,406.099083349108,0.089587267449616,25.2805235385894,0.005576996147935,15.3552879095077,0.003387444939225,0,0,36.556913614273,0.008064618048593,133.877722286237,0.029534022123591,265.439556561959,0.058557149031979,29.6184336969814,0.016176097049143,120.516675218802,0.065820139387658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3579,1336,367,2365,159,54,4,506,1445,2603,339,631
35001003501,New Mexico,Bernalillo,1,5616,2388,0,0,0,1,1,1,1,1,1,22.8999999999999,52409,1,1,1,1,1,0,0,1,2144.38031676411,3947.72203784855,2144.38031676411,648.210272068157,1284.24448312696,648.210272068157,3947.72203784855,0.702941958306366,1284.24448312696,0.228676011952808,868.455305275972,0.15463947743518,624.123042598221,0.111133020405666,2749.30429097311,0.489548484859885,32.7342819632031,0.005828753910827,29.7313075454439,0.005294036243847,1.77973361848853,0.000316904134346,140.876866836799,0.02508491218604,993.295552481664,0.176868866182633,2496.69155364914,0.444567584339235,222.123916173935,0.093016715315719,363.093436894356,0.15204917792896,2144.38031676411,0.381834101987912,648.210272068157,0.115422056992193,490.7117894697,0.087377455389904,328.574381948914,0.058506834392613,1506.00000637397,0.26816239429736,22.9556258278898,0.004087540211519,20.0000004656612,0.00356125364417,0,0,93.4111826105508,0.016633045336637,502.013506955467,0.089389869472127,1368.60098911914,0.243696757321786,176.960474595834,0.074104051338289,202.484276369912,0.084792410540164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329,1280,812,3927,62,41,3,216,1367,3403,276,523
35001003502,New Mexico,Bernalillo,1,5236,2179,0,0,0,0,0,0,0,0,0,9.3,77383,1,1,1,1,1,0,0,0,1831.3940358705,3777.99958126741,1831.3940358705,630.651342077268,1080.70671306244,630.651342077268,3777.99958126741,0.721543082747788,1080.70671306244,0.206399295848443,773.938628097334,0.147811044327222,723.884531678486,0.138251438441269,3119.64040368911,0.595806035845897,15.8654989341739,0.003030080010346,39.6266114591271,0.007568107612515,4.80545209458796,0.000917771599425,49.0262710569077,0.009363306160601,549.035357389053,0.10485778406972,1413.98259049438,0.270050150972954,67.2716694730879,0.030872725779297,64.7532860068513,0.029716973844356,1831.3940358705,0.349769678355711,630.651342077268,0.120445252497568,391.2357543631,0.074720350336727,350.598148748889,0.066959157515067,1446.7789643465,0.276313782342725,6.07583156437613,0.001160395638727,9.36685688537545,0.001788933706145,0.833632631227374,0.000159211732473,20.3553048557369,0.003887567772295,347.983448940656,0.066459787803792,798.100526187859,0.152425616155053,50.542058284187,0.023195070346116,30.8958520332871,0.014178913278241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,1069,1006,4289,26,45,7,81,788,2051,85,103
35001003600,New Mexico,Bernalillo,1,6186,2456,0,0,0,0,0,0,0,0,0,17.1,78289,1,1,1,1,1,0,0,0,5583.29703714171,6182.85096718348,5583.29703714171,1945.80865654741,1993.51383155237,1945.80865654741,6182.85096718348,0.99949094199539,1993.51383155237,0.322262177748524,1369.30775922703,0.221355926160207,1041.42991879103,0.168352718847565,4328.32604058248,0.699697064432992,38.0000000653413,0.006142903340663,33.95927992012,0.005489699308135,5.99999989988282,0.000969932088568,201.904986323625,0.032639021390822,1574.66067013374,0.254552323009012,3585.10417745339,0.579551273432491,67.6281374400141,0.02753588657981,307.506637774759,0.125206285738909,5583.29703714171,0.902569841115699,1945.80865654741,0.314550380948499,1261.37615342672,0.203908204563001,914.532983366915,0.147839150237135,3812.79506197661,0.616358723242259,35.9999999042483,0.005819592613037,27.8996779258886,0.004510132222096,4.01559419231489,0.000649142287797,194.927049826666,0.031511000618601,1507.65966344885,0.243721251769942,3405.83353057029,0.550571214123876,67.6281374400141,0.02753588657981,277.049007213261,0.112804970363706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,1370,1042,4331,38,34,6,202,1575,3586,65,293
35001003707,New Mexico,Bernalillo,1,4975,2289,0,3,0.000603,0,0,0,0,1,0,16.8999999999999,61346,0,1,0,1,0,0,0,1,0,1436.46515002846,0,0,504.753961905837,0,1436.46515002846,0.288736713573561,504.753961905837,0.101458082795143,294.470648951828,0.059190080191322,232.819489911198,0.046797887419336,994.120949417352,0.199823306415548,57.547487437725,0.011567334158337,23.5641878433525,0.004736520169518,1.41705664992332,0.000284835507522,116.183726549148,0.023353512874201,243.631737392395,0.048971203495959,452.639447897672,0.090982803597522,133.879138953983,0.0584880467252,28.602850375697,0.012495784349365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,954,794,3646,165,108,12,354,690,1542,245,85
35001003712,New Mexico,Bernalillo,1,5067,2161,0,58,0.0114466,0,0,0,0,0,0,7,76685,0,1,0,1,0,0,0,0,0,960.362307563424,0,0,82.9735606582835,0,960.362307563424,0.189532723024161,82.9735606582835,0.016375283334968,206.240519261918,0.04070268783539,142.506394190248,0.028124411720988,781.741614172235,0.154280957997283,17.7080487832427,0.003494779708554,27.4450753214769,0.005416434837473,2.0132214538753,0.000397320200094,27.2803151691332,0.005383918525584,104.174034444615,0.020559312106693,228.030920478515,0.045003141992997,15.1655986871337,0.007017861493352,8.1190534083289,0.00375708163273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,1089,892,4216,75,180,3,110,483,1264,120,42
35001003714,New Mexico,Bernalillo,1,6941,3679,0,0,0,0,1,0,0,0,1,27.3999999999999,36500,0,1,0,1,0,0,0,0,0,1209.71669445931,0,0,552.944173976778,0,1209.71669445931,0.174285649684385,552.944173976778,0.079663474135828,240.535256627947,0.034654265470098,245.36787385866,0.03535050768746,894.723569184541,0.128904130411258,52.6719226135173,0.007588520762645,12.2169957358855,0.001760120405689,3.09096224233508,0.000445319441339,63.945512548089,0.00921272331769,183.067709872499,0.026374832138381,436.573028516024,0.06289771337214,29.7824176326394,0.008095248065409,66.0101217543706,0.017942408739976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3614,1139,905,4325,354,170,22,620,1450,2603,214,465
35001003715,New Mexico,Bernalillo,1,4236,1992,0,0,0,0,0,0,0,0,0,2.7,106365,0,1,0,1,0,0,0,0,0,2208.18750501982,0,0,108.526620988617,0,2208.18750501982,0.521290723564643,108.526620988617,0.025620071054914,400.913862750399,0.094644443519924,627.011954820482,0.14801981936272,1973.18514745961,0.465813302044292,39.2198912063613,0.009258708972229,73.8793509320821,0.017440828831936,0.04436020180583,0.000010472191172,16.932310041855,0.003997240330938,104.926454629516,0.024770173425287,335.984870789921,0.079316541735109,2.1909687964362,0.001099883933954,5.22516163963155,0.002623073112265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,734,1045,3661,63,132,3,81,296,744,14,10
35001003717,New Mexico,Bernalillo,1,5374,2563,0,54,0.0100484,0,0,0,0,0,0,10.5,69896,0,1,0,1,0,0,0,0,0,1450.6028702408,0,0,254.472448043525,0,1450.6028702408,0.269929823267735,254.472448043525,0.047352521035267,297.505068972706,0.055360079823727,275.975853547453,0.051353899059817,1275.81435136497,0.237404977924259,36.1341743525117,0.006723888044755,26.0635165837593,0.004849928653472,1.99902492761611,0.000371980820174,14.3626652508974,0.002672620999423,96.229133084882,0.017906425955505,333.269500870257,0.062015165774145,34.515808277647,0.013466956019371,16.5758711576927,0.00646737072091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,919,972,4330,136,149,4,229,526,1306,230,74
35001003718,New Mexico,Bernalillo,1,2456,1089,0,0,0,0,0,0,0,0,0,11.5,81959,0,1,0,1,0,0,0,0,0,1208.21362612023,0,0,305.047151618637,0,1208.21362612023,0.491943658843746,305.047151618637,0.124204866294233,219.04781091772,0.089188848093534,227.520528605207,0.092638651712218,1047.26356847211,0.426410247749233,19.5206803977489,0.00794815977107,41.4237912488169,0.016866364514991,1,0.000407166123779,23.2965725660324,0.009485575149036,75.7090036005247,0.030826141531158,293.302338668145,0.119422776330678,15.6694372181664,0.014388831237986,8.43405665525642,0.007744771951567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,487,484,2122,54,73,3,43,161,612,57,16
35001003719,New Mexico,Bernalillo,1,5278,2694,0,155,0.0293672,0,0,0,0,1,0,12.1,62083,0,1,0,1,0,0,0,1,0,2183.11003197729,0,0,957.873644061386,0,2183.11003197729,0.413624485027908,957.873644061386,0.181484206908182,380.148471039254,0.072025098719071,358.513287729583,0.067925973423566,1702.28239961713,0.322524137858495,79.1788893198536,0.015001684221268,58.1732206345186,0.011021830358946,1.17366389930248,0.000222369060118,127.059926355315,0.02407349874106,215.241938468185,0.040780965984878,607.083683525677,0.115021539129533,169.63969163876,0.062969447527379,79.4553356789983,0.029493443087973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1885,883,1390,4407,168,133,6,166,398,1252,290,180
35001003721,New Mexico,Bernalillo,1,6272,2836,0,0,0,0,0,0,0,0,0,1.7,127151,0,1,0,1,0,0,0,0,389.400056675731,3768.86011142884,389.400056675731,25.2933022503661,278.731174232826,25.2933022503661,3768.86011142884,0.600902441235467,278.731174232826,0.044440557116203,645.329656613455,0.10289057025087,828.389518838259,0.132077410529059,3481.69918134848,0.555117854169082,35.4056545649655,0.005645034209975,92.5972016028681,0.014763584439233,0.451757941395044,0.000072027733003,37.2759481192333,0.005943231524112,121.430330715462,0.019360703239072,475.063674029705,0.075743570476675,13.1191240933549,0.004625925279744,0,0,389.400056675731,0.062085468219983,25.2933022503661,0.004032733139408,56.6646561917623,0.009034543397921,92.9149482939392,0.01481424558258,359.906328648958,0.057383024338163,3.43352316133678,0.000547436728529,8.65010472014546,0.001379162104615,0,0,6.43230064387898,0.001025558138374,10.977793597136,0.001750285968931,49.5754670007008,0.007904251753938,1.0539241743827,0.000371623474747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,1067,1345,5706,74,198,3,54,237,822,28,0
35001003722,New Mexico,Bernalillo,1,6335,2330,0,0,0,0,0,0,0,0,0,3.9,90691,1,1,1,1,1,0,0,0,804.397565007209,5011.33226734772,804.397565007209,76.1280780509114,800.299227627459,76.1280780509114,5011.33226734772,0.791054817260888,800.299227627459,0.126329791259268,1473.20709302136,0.232550448780011,372.45590089471,0.058793354521659,3738.33793578855,0.590108592863229,71.9390903458115,0.011355815366348,546.830120743252,0.086318882516693,6.95102518610656,0.001097241544768,71.0122392033808,0.01120950895081,576.261823002481,0.09096477079755,1512.25991698144,0.238715061875525,14.0541060763061,0.006031805182964,124.063072056422,0.053245953672284,804.397565007209,0.126976726915108,76.1280780509114,0.012017060465811,232.854050442576,0.036756756186673,62.5173051590099,0.009868556457618,623.577812761068,0.098433751027793,8.53379046730697,0.001347086103758,83.6614425741136,0.013206226136403,0,0,9.77774320915341,0.001543448020387,78.8467783909291,0.012446216004882,187.120691271498,0.029537599253591,0,0,19.7667147652246,0.008483568568766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,1843,476,4651,97,671,9,96,811,1988,25,160
35001003723,New Mexico,Bernalillo,1,5717,2768,0,0,0,0,0,0,0,0,0,16.6999999999999,65365,0,0,0,0,0,0,0,0,0,183.003156661987,0,0,66.9669126868247,0,183.003156661987,0.032010347500785,66.9669126868247,0.011713645738469,11.1283400654792,0.001946534907378,105.114389538764,0.018386284684059,157.289991021156,0.027512679905747,0.369458675384521,0.000064624571521,0.466150939464569,0.000081537684006,0,0,2.80874253064394,0.000491296576989,22.0688157565891,0.003860209158053,38.5292761921882,0.006739422108132,3.44649784266948,0.001245122052988,5.89348791912198,0.002129150259798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123,914,1399,4542,99,113,6,217,740,1885,176,145
35001003724,New Mexico,Bernalillo,1,3320,1575,0,3,0.0009036,0,0,0,0,0,0,3.5,88900,0,1,0,1,0,0,0,0,0,2035.38425194707,0,0,410.789463226514,0,2035.38425194707,0.613067545767192,410.789463226514,0.123731766032083,337.725615904073,0.101724583103637,457.765882024836,0.137881289766517,1685.18497534937,0.507585835948606,58.9067903561517,0.017743009143419,56.8599225733196,0.017126482702807,4.00000002980232,0.001204819286085,54.9385263975709,0.016547748914931,175.494038367061,0.052859650110561,577.983965072856,0.174091555744836,17.2626482112134,0.010960411562675,36.4649549776363,0.023152352366753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,550,789,2790,84,83,4,88,271,866,28,59
35001003725,New Mexico,Bernalillo,1,4672,2044,0,112,0.0239726,0,0,0,0,0,0,14.1999999999999,57958,0,1,0,1,0,0,0,0,0,2555.96651515737,0,0,731.906564073637,0,2555.96651515737,0.547081873963479,731.906564073637,0.156658083063707,484.198644139803,0.103638408420335,513.277060943655,0.109862384619789,2083.03718911111,0.445855562737824,48.126818392775,0.010301116950508,66.0367864869476,0.014134586148747,2.12861463427543,0.000455611009049,65.3968682439881,0.013997617346744,291.240223142493,0.062337376528787,829.652405094355,0.177579709994511,16.5640999451279,0.008103767096442,133.391820739954,0.065260186271993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,975,778,3570,110,101,4,288,599,1662,74,261
35001003726,New Mexico,Bernalillo,1,2378,1042,0,0,0,0,0,0,0,0,0,2.9,115972,0,1,0,1,0,0,0,0,36.2299413383007,1796.12519328296,36.2299413383007,0.283046416705474,78.2305951135931,0.283046416705474,1796.12519328296,0.755309164542877,78.2305951135931,0.03289764302506,355.089484408032,0.149322743653504,391.844790736213,0.164779138240628,1538.90622675046,0.647143072645275,23.4551545563153,0.009863395524102,143.75156306941,0.060450615252065,4.0000002682209,0.001682085899168,5.27180407429114,0.00221690667548,80.7404625862836,0.033953096125435,260.242688923841,0.109437632011708,4.13680183619726,0.003970059343759,0,0,36.2299413383007,0.01523546734159,0.283046416705474,0.000119027088606,7.83777143806219,0.003295950983205,8.33050791919231,0.00350315724104,32.3023876845836,0.013583846797554,0.204028759151697,0.000085798468945,2.60136663913726,0.001093930462211,0,0,0.051007189787924,0.000021449617236,1.07115100324153,0.000450441969404,4.35244698449969,0.001830297302145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,467,461,2028,40,173,5,17,115,356,8,0
35001003728,New Mexico,Bernalillo,1,4481,2252,0,127,0.0283419,0,0,0,0,0,0,12.4,51066,0,1,0,1,0,0,0,0,0,2343.81071966886,0,0,706.546331100165,0,2343.81071966886,0.52305528222916,706.546331100165,0.157676039076136,351.414913623593,0.078423323727649,466.377482548356,0.104078884746341,1914.66191619634,0.427284516000077,75.3094982453039,0.016806404428767,63.5616789655759,0.014184708539517,2.96864419139456,0.00066249591417,96.1732987472787,0.02146246345621,191.135699965991,0.042654697604551,566.233977105468,0.126363306651522,45.114522580523,0.020033091732026,57.019771227613,0.025319614221853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494,757,725,3666,154,133,5,156,367,1212,50,103
35001003729,New Mexico,Bernalillo,1,1812,706,0,0,0,0,0,0,0,0,0,2.7,135955,1,1,1,1,1,0,0,0,983.424630390945,1736.25431996164,983.424630390945,82.5128429621981,138.005865515238,82.5128429621981,1736.25431996164,0.958197748323206,138.005865515238,0.076162177436666,401.685038776777,0.221680484976146,284.982115854931,0.157274898374686,1564.49227554688,0.863406333083271,12.9999998696148,0.007174392864026,56.1712613448908,0.030999592353692,0,0,13.6237327334674,0.007518616298823,88.9670512521661,0.049098814156825,288.819396845428,0.159392603115579,0,0,0,0,983.424630390945,0.542728824719065,82.5128429621981,0.045536889051986,263.821867090824,0.145597056893391,105.845910290328,0.05841385777612,891.016784236417,0.491731117128266,4.33659493178129,0.002393264311138,41.0731820626388,0.022667319019116,0,0,8.71097480405296,0.00480738123844,38.2870959724787,0.021129743914171,166.678318750127,0.091985827124795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,417,302,1631,13,60,0,16,92,297,0,0
