CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
35027960600,New Mexico,Lincoln,1,6300,2996,0,0,0,0,0,0,0,0,0,11,51319,1,1,1,1,1,0,0,0,3656.8617573576,5038.32982585136,3656.8617573576,1516.29791431975,2116.71024335423,1516.29791431975,5038.32982585136,0.799734892992281,2116.71024335423,0.33598575291337,828.740673432168,0.131546138640027,1330.71343512071,0.211224354781066,4363.25595441115,0.692580310223993,17.3388652208377,0.002752200828704,25.0045141432747,0.003968970498932,1.00000002793967,0.000158730163165,125.725021580301,0.019956352631794,506.005470956257,0.080318328723215,1231.49516015214,0.195475422246373,90.9693798379018,0.030363611427871,286.369670559613,0.095584002189457,3656.8617573576,0.58045424719962,1516.29791431975,0.240682208622184,574.722149989223,0.091225738093528,985.967245815619,0.156502737431051,3261.62106488462,0.517717629346766,7.75429249211447,0.001230840078113,16.999999756048,0.00269841265969,0,0,64.0460397212023,0.010166038050984,306.440361222212,0.048641327178129,787.823049622501,0.125051277717857,62.9348995044098,0.021006308245798,212.487637422823,0.070923777510956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,1047,1623,5390,25,32,1,169,683,1605,129,332
35027960800,New Mexico,Lincoln,1,2548,1156,0,0,0,1,1,1,0,0,1,21.6999999999999,54963,1,1,1,1,1,0,0,0,1156.50920614549,2085.92779422174,1156.50920614549,519.469130111291,851.806419826244,519.469130111291,2085.92779422174,0.818652980463793,851.806419826244,0.334303932427883,456.447996591392,0.179139716087674,370.896591590233,0.145563811456135,1777.72608509499,0.697694695877157,11.6841730913147,0.00458562523207,14.1754981018602,0.005563382300573,2.00000004470348,0.000784929373902,71.7335642902671,0.02815289022381,208.608474183764,0.081871457685936,650.218215679202,0.255187682762638,34.9865929191691,0.030265218788209,187.016163511478,0.161778688158718,1156.50920614549,0.4538890134009,519.469130111291,0.203873284973034,278.478491384943,0.109292971501155,193.418423692327,0.075909899408292,997.54415222237,0.39150084467126,4.91601538285613,0.001929362395155,6.373211145401,0.002501260261146,1.20326875150203,0.000472240483321,35.081826309839,0.013768377672621,111.390733441972,0.043716928352423,416.237772163388,0.163358623298033,11.1836427638736,0.009674431456638,102.550420142462,0.088711436109397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,548,440,2163,18,18,2,85,262,781,53,217
35028000100,New Mexico,Los Alamos,1,3839,1544,0,0,0,0,0,0,0,0,0,6.5,146827,1,1,1,1,1,0,0,0,2643.04845444578,3836.17967917118,2643.04845444578,312.133506920654,483.443065612227,312.133506920654,3836.17967917118,0.99926535013576,483.443065612227,0.125929425791151,956.301926937885,0.24910183040841,627.668470799922,0.163497908517823,3348.56024166755,0.872248044195768,16.9883263866358,0.004425195724573,270.778203913592,0.070533525374731,3.00000002980232,0.00078145351128,22.9789876046561,0.005985670123641,173.873925986874,0.04529146287754,490.614775516325,0.127797545068071,20.4074077669938,0.013217233009711,38.9814980065639,0.025247084201142,2643.04845444578,0.688473158230213,312.133506920654,0.08130594084935,634.823171012103,0.165361597033629,508.631035387516,0.132490501533607,2350.38449963741,0.612238733950875,12.0166921430209,0.003130162058614,148.434847489581,0.038664977204892,0.448639780282974,0.000116863709373,15.8391810108296,0.004125861164582,115.924592977913,0.03019655977544,306.271161803277,0.079778890805751,14.4231183262018,0.009341397879664,27.1045956597154,0.017554789935049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,957,628,3351,17,271,3,23,174,491,19,38
35028000200,New Mexico,Los Alamos,1,5057,2030,0,4,0.000791,0,0,0,0,0,0,5.7,119917,1,1,1,1,1,0,0,0,5026.32771629467,5057.00002807751,5026.32771629467,476.883303079928,483.266459856356,476.883303079928,5057.00002807751,1.0000000055522,483.266459856356,0.095563863922554,1443.00000943895,0.285347045568312,475.000000047497,0.093929207049139,4448.00002348795,0.879572873934735,24.0000003483146,0.004745896845623,259.000000240281,0.051216136096556,3.00000000651925,0.000593237098382,44.9999999343417,0.008898556443413,277.999999388237,0.054973304209657,699.00000299327,0.138224244214608,49.7548350614961,0.024509770966254,19.9953095412347,0.009849906177948,5026.32771629467,0.993934687817812,476.883303079928,0.094301622123775,1434.64827146288,0.283695525304109,471.230631637386,0.093183830657976,4421.3188082017,0.874296778366957,24.0000003483146,0.004745896845623,257.669634940102,0.050953062080305,3.00000000651925,0.000593237098382,44.3348172842524,0.008767019435288,276.004451378365,0.054578693173495,694.195905817672,0.137274254660406,49.3594467563088,0.024314998402123,19.8642698025796,0.009785354582552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,1443,475,4448,24,259,3,45,278,699,54,21
35028000400,New Mexico,Los Alamos,1,3317,1798,0,90,0.027133,0,0,0,0,0,0,6.7,113564,1,1,1,1,1,0,0,0,926.000587530434,2480.55233629618,926.000587530434,117.954587590531,347.561568666598,117.954587590531,2480.55233629618,0.747830068223148,347.561568666598,0.104781901919385,390.760693902673,0.117805454899811,434.96833536541,0.131133052567203,1993.01653896702,0.600849122389819,31.959388745905,0.009635028262257,264.440556727116,0.079722808781163,2.00000001117587,0.000602954480306,28.1555799664929,0.008488266495777,160.980282855627,0.048531891123192,483.782679714931,0.145849466299346,66.8402715948668,0.037174789541083,32.7615964344058,0.018221132610904,926.000587530434,0.27916809994888,117.954587590531,0.035560623331484,139.514806557213,0.042060538606335,131.787440470128,0.039730913617766,736.414152097422,0.22201210494345,15.3926177841058,0.004640523902353,104.599661993794,0.031534417242627,1.00000001117587,0.000301477241838,5.6979977193987,0.001717816617244,62.8961674392339,0.018961762869832,216.162300527095,0.065168013423906,29.007505599322,0.016133206673705,12.4522253389513,0.006925598075056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,501,608,2682,35,339,2,39,220,661,79,40
35028000500,New Mexico,Los Alamos,1,5737,2291,0,0,0,0,0,0,0,0,0,4.1,109531,1,1,1,1,1,0,0,0,1684.96979581449,4515.50569298305,1684.96979581449,124.046728979155,583.794617698731,124.046728979155,4515.50569298305,0.78708483405666,583.794617698731,0.10175956383105,1107.85090793825,0.19310631130177,784.807527845376,0.136797547123126,4159.0778822573,0.724956925615706,13.1844550053278,0.002298144501539,157.806964288834,0.027506878906891,1.99999999441206,0.000348614257349,28.0293324631347,0.004885712473965,155.407057666873,0.027088558073361,625.715745102279,0.109066715199979,15.029692196229,0.006560319596783,57.4599740411808,0.025080739433078,1684.96979581449,0.293702247832403,124.046728979155,0.021622229210242,386.876219802524,0.067435283214663,368.245908585377,0.064187887151016,1559.52152246447,0.271835719446484,5.43006816453225,0.000946499592911,52.0556604234934,0.009073672725029,0.999999992549419,0.000174307127863,8.16519945926847,0.001423252476777,58.7973401507324,0.010248795564011,208.158591509403,0.036283526496323,2.59925582347204,0.001134550774104,21.2145960068478,0.00925997206759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,1447,975,5284,26,202,2,35,188,795,22,71
35029000100,New Mexico,Luna,0,5385,2211,0,0,0,0,0,0,1,1,1,29,37069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3547.59410140454,0.658791847985988,1910.83657764817,0.354844304112938,837.06384764816,0.155443611448126,913.46324393395,0.16963105736935,2870.6079245548,0.533074823501357,41.8438466909981,0.007770445067966,22.0973544148728,0.004103501284099,1.75025856494903,0.000325024803147,13.937402293086,0.00258818984087,597.357320930532,0.110929864611055,1861.32691643519,0.345650309458717,186.964236534352,0.084560939183335,358.968313345652,0.162355636972254,1300.13117788424,0.241435687629386,714.436323253868,0.132671554921795,205.305792497232,0.03812549535696,471.448464435496,0.087548461362209,1103.30463859445,0.204884798253381,14.0213088312884,0.002603771370713,7.45563868712633,0.001384519719058,0,0,4.788821994327,0.000889289135437,170.56077259565,0.031673309674216,421.603609283451,0.078292220851152,73.6240025677514,0.033298960908074,137.762614824653,0.062307831218749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,1415,1181,4264,59,48,2,25,987,3194,238,508
35029000200,New Mexico,Luna,1,4250,1553,0,0,0,1,1,1,1,1,1,34,30673,1,1,1,1,1,0,0,1,1306.1328472062,3386.18088703264,1306.1328472062,925.475319073273,2364.05988422388,925.475319073273,3386.18088703264,0.796748444007682,2364.05988422388,0.556249384523267,1021.48802455118,0.240350123423809,543.316659540316,0.127839214009486,2580.81108816491,0.60724966780351,35.4174812677083,0.008333525004167,12.9999999678402,0.003058823521845,7.88175386190414,0.001854530320448,55.6962094146292,0.013104990450501,693.374354415573,0.163146906921311,2434.26134914587,0.572767376269618,122.627485545093,0.078961677749577,309.638010962742,0.199380560825977,1306.1328472062,0.307325375813224,925.475319073273,0.217758898605476,317.632194950943,0.074736987047281,329.170121112634,0.077451793202973,1042.56040905439,0.24530833154221,14.9841600048821,0.003525684707031,5.70747708738781,0.001342935785268,0,0,17.6907269889488,0.0041625239974,225.190072036581,0.052985899302725,739.336457778874,0.173961519477382,56.5413273146987,0.036407808959883,130.928909225222,0.084307089005294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2911,1273,692,3209,38,26,8,69,900,3053,116,392
35029000300,New Mexico,Luna,1,2411,962,0,55,0.0228121,1,1,1,0,0,1,24.6999999999999,44280,1,1,1,1,1,0,0,0,1415.54196424223,2304.15023651532,1415.54196424223,945.316595159471,1473.41575351543,945.316595159471,2304.15023651532,0.955682387604864,1473.41575351543,0.611122253635602,616.694977846927,0.255783897904159,574.971292203757,0.23847834599907,1823.10686853528,0.756162118844994,26.0000000819563,0.010783907126485,2.99999997019767,0.00124429695985,0,0,27.9962227921932,0.011611871751221,424.047151778184,0.175880195677389,1462.06414429098,0.606413995973033,92.7436927371018,0.096407165007382,296.202910846564,0.307903233728238,1415.54196424223,0.587118193381267,945.316595159471,0.39208485904582,376.405036135576,0.156119882262786,341.300387889612,0.141559679755128,1104.08683623746,0.457937302462655,16.0187379904091,0.006644022393368,1.99999997019767,0.000829531302446,0,0,8.63139332644641,0.003580005527352,284.804999785323,0.118127332967782,927.722180087119,0.384787299911704,64.7729475450469,0.067331546304623,170.736591920955,0.177480864782698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744,641,600,1916,26,3,0,28,438,1537,91,319
35029000400,New Mexico,Luna,0,5936,2274,0,2,0.0003369,1,1,1,1,0,1,21.8999999999999,35708,1,1,1,0,0,1,1,1,2685.55513514509,2685.55513514509,1911.74233211692,1654.852962211,1654.852962211,1251.24900786555,5935.99999081113,0.999999998452011,3249.60351061224,0.547439944510149,1538.99999634239,0.259265498036118,1295.99999337709,0.218328839854631,4693.99998490248,0.790768191526699,32.9999998244757,0.005559299161805,15.9999996734986,0.002695417734754,0.999999990253926,0.000168463610218,70.9999998658864,0.011960916419455,1121.00000059465,0.188847708995056,3276.99999991432,0.552055256050256,57.1195907966953,0.025118553560552,535.917981503222,0.235671935577495,5935.99999081113,0.999999998452011,3249.60351061224,0.547439944510149,1538.99999634239,0.259265498036118,1295.99999337709,0.218328839854631,4693.99998490248,0.790768191526699,32.9999998244757,0.005559299161805,15.9999996734986,0.002695417734754,0.999999990253926,0.000168463610218,70.9999998658864,0.011960916419455,1121.00000059465,0.188847708995056,3276.99999991432,0.552055256050256,57.1195907966953,0.025118553560552,535.917981503222,0.235671935577495,2685.55513514509,0.452418317915278,1654.852962211,0.278782507111018,691.445222952078,0.116483359661738,599.968427931988,0.101072848371292,1982.6409164161,0.334002849800556,20.2854636761642,0.003417362479138,9.09713629253383,0.001532536437421,0,0,45.3507754746738,0.007639955437108,628.180841641692,0.105825613484113,1659.54140610481,0.279572339303372,31.0941741420007,0.013673779306069,244.303077511027,0.107433191517602,1911.74233211692,0.322059018213768,1251.24900786555,0.21078992720107,583.031674516777,0.098219621717786,368.628119104315,0.062100424377412,1313.51560539024,0.221279583118302,9.99999988189329,0.001684636098702,3.00000000625732,0.000505390836634,0,0,23.2267253954696,0.003912858051797,561.999999664185,0.094676549808657,1486.26531867816,0.250381623766537,23.9626464934631,0.010537663365639,160.387955767411,0.070531203063945,2855,1539,1296,4694,33,16,1,71,1121,3277,50,477
35029000500,New Mexico,Luna,1,4338,1718,0,6,0.0013831,1,1,1,0,0,1,34.5,35345,1,1,1,1,1,0,0,0,3936.98381036662,4337.09554620602,3936.98381036662,2791.41631568412,3081.00358245059,2791.41631568412,4337.09554620602,0.999791504427391,3081.00358245059,0.71023595722697,1129.79901618504,0.260442373486639,750.79900580983,0.173074920656946,3347.29653619238,0.771622069200641,42.0000000224977,0.009681881056362,10.0000001568726,0.002305209810252,6.00000025704503,0.001383125923708,83.8995047469164,0.019340595838386,847.899507163415,0.195458623135873,2329.19605383924,0.536928550908079,74.8988696472296,0.043596548106653,482.566353925801,0.280888448152387,3936.98381036662,0.907557356008904,2791.41631568412,0.643480017446779,1005.95348118658,0.231893379711061,714.115824762507,0.164618677907448,3066.89487302963,0.706983603741272,33.4375905768543,0.007708066061977,10.0000001568726,0.002305209810252,6.00000025704503,0.001383125923708,74.9805872995879,0.017284598270998,745.670761200689,0.171892752697254,2025.31409510686,0.466877384764147,68.539267534732,0.039894800660496,440.337614498981,0.256308273864366,646.01751711536,0.148920589468732,456.719156645193,0.105283346391239,134.46850053089,0.030997810173096,146.797236709639,0.033839842487238,539.989795022803,0.124478975339512,5.111541931386,0.00117831764209,5.00000012427631,0.001152604915693,0,0,5.1115419230926,0.001178317640178,90.804637243134,0.020932373730552,236.239227680542,0.054458097667253,13.686120412995,0.007966309902791,78.5358431522944,0.045713529192255,90.5829909132412,0.020881279601946,66.6292505898186,0.01535943996999,10.3745032712147,0.002391540634213,27.2465028618666,0.006280890470693,79.5166252197782,0.018330250165924,0,0,0.87908826695525,0.000202648286527,0,0,0.980781637947075,0.000226090741804,9.20649587341426,0.002122290427251,11.7605962222273,0.00271106413606,2.38231650364855,0.001386680153462,13.0570597595169,0.007600151198788,3383,1130,751,3348,42,10,6,84,848,2330,68,440
35029000600,New Mexico,Luna,1,2775,875,0,488,0.1758559,0,1,0,0,0,1,42.3999999999999,26149,0,1,0,1,0,0,0,0,90.4222313491627,1373.98040137047,90.4222313491627,73.4549996387213,1108.18504443155,73.4549996387213,1373.98040137047,0.495128072565936,1108.18504443155,0.399345961957317,328.84226593523,0.118501717454137,195.78494275544,0.070553132524483,1002.1180666961,0.361123627638235,59.9663231419399,0.021609485816915,12.6315526366233,0.004551910860044,0.175105154514313,0.000063100956582,21.0285052657127,0.007577839735392,278.060845216647,0.100202106384378,946.987043727389,0.341256592334194,65.8553388468873,0.075263244396443,165.943024263835,0.18964917058724,90.4222313491627,0.032584587873572,73.4549996387213,0.02647027014008,25.4370057052001,0.009166488542414,18.2099790374049,0.006562154608074,62.3660205204505,0.022474241628991,10.9923248291015,0.003961198136613,0,0,0,0,0.833037137985229,0.000300193563238,16.2308489512652,0.005848954577033,62.227948221378,0.022424485845542,4.24622992104559,0.004852834195481,11.2344801179133,0.012839405849044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859,647,387,2080,90,16,2,40,547,2032,117,276
35031940300,New Mexico,McKinley,1,6459,1576,0,18,0.0027868,1,1,1,1,1,1,36.5,37885,1,1,1,1,1,0,0,1,6458.99996986392,6458.99996986392,6458.99996986392,4429.78013014339,4429.78013014339,4429.78013014339,6458.99996986392,0.999999995334251,4429.78013014339,0.685830644084749,1850.99999392653,0.28657686854413,524.999999334082,0.081281932084546,72.999999923224,0.011302059130395,5.99999992968514,0.000928936356972,16.0000001639127,0.002477163673001,0.999999970197678,0.000154822723362,6276.00000080773,0.971667440905362,86.9999996660553,0.01346957728225,174.999998855259,0.02709397721865,238.243115496412,0.151169489528181,574.026108347157,0.364229764179669,6458.99996986392,0.999999995334251,4429.78013014339,0.685830644084749,1850.99999392653,0.28657686854413,524.999999334082,0.081281932084546,72.999999923224,0.011302059130395,5.99999992968514,0.000928936356972,16.0000001639127,0.002477163673001,0.999999970197678,0.000154822723362,6276.00000080773,0.971667440905362,86.9999996660553,0.01346957728225,174.999998855259,0.02709397721865,238.243115496412,0.151169489528181,574.026108347157,0.364229764179669,6458.99996986392,0.999999995334251,4429.78013014339,0.685830644084749,1850.99999392653,0.28657686854413,524.999999334082,0.081281932084546,72.999999923224,0.011302059130395,5.99999992968514,0.000928936356972,16.0000001639127,0.002477163673001,0.999999970197678,0.000154822723362,6276.00000080773,0.971667440905362,86.9999996660553,0.01346957728225,174.999998855259,0.02709397721865,238.243115496412,0.151169489528181,574.026108347157,0.364229764179669,6458.99996986392,0.999999995334251,4429.78013014339,0.685830644084749,1850.99999392653,0.28657686854413,524.999999334082,0.081281932084546,72.999999923224,0.011302059130395,5.99999992968514,0.000928936356972,16.0000001639127,0.002477163673001,0.999999970197678,0.000154822723362,6276.00000080773,0.971667440905362,86.9999996660553,0.01346957728225,174.999998855259,0.02709397721865,238.243115496412,0.151169489528181,574.026108347157,0.364229764179669,6647,1851,525,73,6,16,1,6276,87,175,229,558
35031940500,New Mexico,McKinley,1,1422,391,0,18,0.0126582,1,1,1,1,0,1,59,22903,1,1,1,1,1,0,0,1,1422.00000583933,1422.00000583933,1422.00000583933,1156.76651402071,1156.76651402071,1156.76651402071,1422.00000583933,1.00000000410642,1156.76651402071,0.813478561196005,526.000005094552,0.369901550699404,44.0000000200303,0.030942334753889,112.999998908671,0.079465540723398,8.99999992115863,0.006329113868607,13.0000000160653,0.009142053457149,0,0,1265.00000738038,0.889592128959482,21.9999996758433,0.015471167141943,28.9999998087631,0.020393811398568,69.7131781513673,0.178294573277154,180.850130614978,0.462532303363117,1422.00000583933,1.00000000410642,1156.76651402071,0.813478561196005,526.000005094552,0.369901550699404,44.0000000200303,0.030942334753889,112.999998908671,0.079465540723398,8.99999992115863,0.006329113868607,13.0000000160653,0.009142053457149,0,0,1265.00000738038,0.889592128959482,21.9999996758433,0.015471167141943,28.9999998087631,0.020393811398568,69.7131781513673,0.178294573277154,180.850130614978,0.462532303363117,1422.00000583933,1.00000000410642,1156.76651402071,0.813478561196005,526.000005094552,0.369901550699404,44.0000000200303,0.030942334753889,112.999998908671,0.079465540723398,8.99999992115863,0.006329113868607,13.0000000160653,0.009142053457149,0,0,1265.00000738038,0.889592128959482,21.9999996758433,0.015471167141943,28.9999998087631,0.020393811398568,69.7131781513673,0.178294573277154,180.850130614978,0.462532303363117,1421.90803641028,0.999935327995981,1156.69169886152,0.81342594856647,526.000005094552,0.369901550699404,44.0000000200303,0.030942334753889,112.999998908671,0.079465540723398,8.99999992115863,0.006329113868607,13.0000000160653,0.009142053457149,0,0,1264.90803795133,0.889527452849039,21.9999996758433,0.015471167141943,28.9999998087631,0.020393811398568,69.6967805013047,0.178252635553209,180.807591782454,0.462423508395025,1195,526,44,113,9,13,0,1265,22,29,69,179
35031943500,New Mexico,McKinley,0,3423,985,0,165,0.0482033,1,1,0,0,0,1,37.7999999999999,34219,1,1,0,0,0,1,0,0,3294.31257106905,3294.31257106905,8.58102714726783,2247.04140989023,2247.04140989023,5.1386020029081,3423.00006145402,1.00000001795326,2340.14782832752,0.683654054433983,987.000013593113,0.28834356225332,317.000000852401,0.092608822919194,129.000001881948,0.037686240690023,10.0000000775762,0.002921413987022,17.0000002465676,0.004966403811442,0,0,3213.00003633149,0.938650317362401,54.0000002025401,0.015775635466708,40.0000002821816,0.011685655939872,78.9069426663187,0.080108571234841,222.189385908466,0.225572980617732,3423.00006145402,1.00000001795326,2340.14782832752,0.683654054433983,987.000013593113,0.28834356225332,317.000000852401,0.092608822919194,129.000001881948,0.037686240690023,10.0000000775762,0.002921413987022,17.0000002465676,0.004966403811442,0,0,3213.00003633149,0.938650317362401,54.0000002025401,0.015775635466708,40.0000002821816,0.011685655939872,78.9069426663187,0.080108571234841,222.189385908466,0.225572980617732,3294.31257106905,0.962405074808372,2247.04140989023,0.656453815334571,947.206701750316,0.276718288562757,309.607191475813,0.090449077264334,126.000001872237,0.036809816497878,10.0000000775762,0.002921413987022,17.0000002465676,0.004966403811442,0,0,3092.20787711214,0.903361927289555,49.104669011258,0.01434550657647,36.0000002076758,0.010517090332362,75.1159689405248,0.076259866944695,211.975198868232,0.215203247581962,8.58102714726783,0.002506873253657,5.1386020029081,0.001501198364858,2.24104474388593,0.000654701940954,0.426321168197319,0.000124546061407,0,0,0,0,0,0,0,0,8.58102714726783,0.002506873253657,0,0,0,0,0.376897825924999,0.000382637386726,0.69903659866003,0.000709681826051,2378,987,317,129,10,17,0,3213,54,40,65,187
35031943600,New Mexico,McKinley,0,5846,1665,0,0,0,1,1,1,1,1,1,48.7999999999999,27734,1,1,1,0,0,1,1,1,4159.80850746297,4159.80850746297,1282.09385387064,3234.26183358269,3234.26183358269,1077.84411532819,5846.00002084854,1.00000000356629,4470.62073443767,0.764731565931865,1964.00000005362,0.335956209383103,491.000000520311,0.083989052432486,82.0000005425367,0.014026685005566,16.9999998865714,0.002907971242999,0.999999946856406,0.000171057123992,0,0,5680.00001466455,0.971604518416789,66.000000357612,0.011289770844614,99.9999991106714,0.017105713156119,281.10906647153,0.168834274157076,469.679105243466,0.282089552698779,5846.00002084854,1.00000000356629,4470.62073443767,0.764731565931865,1964.00000005362,0.335956209383103,491.000000520311,0.083989052432486,82.0000005425367,0.014026685005566,16.9999998865714,0.002907971242999,0.999999946856406,0.000171057123992,0,0,5680.00001466455,0.971604518416789,66.000000357612,0.011289770844614,99.9999991106714,0.017105713156119,281.10906647153,0.168834274157076,469.679105243466,0.282089552698779,4159.80850746297,0.7115649174586,3234.26183358269,0.553243556890642,1402.98218350155,0.239990110075531,372.227978897984,0.063672250923364,62.3450699406216,0.010664568925868,10.22417826749,0.001748918622561,0.999999946856406,0.000171057123992,0,0,4036.44582512827,0.690462850689065,49.7934266125189,0.008517520802689,46.4923876347655,0.007952854538961,210.688313819376,0.126539527819446,339.049030836969,0.203633051553735,1282.09385387064,0.219311298985741,1077.84411532819,0.18437292427783,423.169296222109,0.072386126620272,139.714218202548,0.023899113616584,8.80212904303334,0.001505666959123,0,0,0.999999946856406,0.000171057123992,0,0,1267.29171709617,0.216779287905607,5.00000014367469,0.000855285689989,15.1145898159988,0.002585458401642,83.0737461476027,0.049894141830392,108.242522599701,0.065010524083905,4079,1964,491,82,17,1,0,5680,66,100,235,378
35031943700,New Mexico,McKinley,0,3854,1177,0,31,0.0080436,1,1,1,1,1,1,44.6,29223,1,1,1,0,0,1,1,1,3414.93502855403,3414.93502855403,1473.69040614841,2439.78914168652,2439.78914168652,1032.66783853038,3853.99998814326,0.999999996923525,2803.28186900902,0.727369452259737,1113.9999980922,0.289050336816867,410.000002289362,0.106382979317427,27.9999996685419,0.007265178948765,5.99999996347446,0.001556824069402,1.00000001330408,0.000259470683265,0,0,3776.00000272922,0.979761287682726,43.0000001158305,0.011157239262021,65.9999995479156,0.017125064750367,176.245528265276,0.14974131543354,280.875000128403,0.238636363745457,3853.99998814326,0.999999996923525,2803.28186900902,0.727369452259737,1113.9999980922,0.289050336816867,410.000002289362,0.106382979317427,27.9999996685419,0.007265178948765,5.99999996347446,0.001556824069402,1.00000001330408,0.000259470683265,0,0,3776.00000272922,0.979761287682726,43.0000001158305,0.011157239262021,65.9999995479156,0.017125064750367,176.245528265276,0.14974131543354,280.875000128403,0.238636363745457,3414.93502855403,0.88607551337676,2439.78914168652,0.63305374719422,987.774816674766,0.256298603184942,365.710520066406,0.094891157256463,25.9545829015969,0.006734453269745,5.99999996347446,0.001556824069402,1.00000001330408,0.000259470683265,0,0,3345.03843606202,0.867939397006233,36.9420224622881,0.009585371681964,60.9999994587442,0.015827711328164,155.880996878436,0.132439249684313,247.312408043393,0.210120992390309,1473.69040614841,0.382379451517492,1032.66783853038,0.267947026084688,417.323213203492,0.108283137831731,169.176631090911,0.043896375477662,14.6848868339911,0.003810297569795,1.67122168818582,0.000433633027552,1.00000001330408,0.000259470683265,0,0,1431.573378077,0.371451317612093,24.7609266484378,0.006424734470274,25.4321480041171,0.006598896731738,77.0796549772357,0.06548823702399,112.424526013063,0.095517864072271,2779,1114,410,28,6,1,0,3776,43,66,142,231
